id,Value
0,1085.6300816309295
1,1097.1111476602662
2,1117.0594834076087
3,1103.2765355845474
4,1045.236990008286
5,959.6422630920205
6,1046.399822981122
7,1083.7491925593815
8,1095.210367272155
9,1115.1241418855186
10,1101.3650734633445
11,1043.4260832685516
12,957.9796519726476
13,1044.5869015958208
14,1081.8715621887109
15,1093.3128800472678
16,1113.1921534049297
17,1099.4569230118116
18,1041.618313983051
19,956.3199213805718
20,1042.7771211551924
21,1079.9971848731134
22,1091.418680280093
23,1111.2635121565897
24,1097.5520784923747
25,1039.813676716044
26,954.6630663251868
27,1040.9704762174485
28,1078.1260549765666
29,1089.527762275004
30,1109.338212341311
31,1095.6505341774
32,1038.012166041208
33,953.0090818245328
34,1039.1669613502297
35,1076.2581668728121
36,1087.6401203462428
37,1107.416248169953
38,1093.7522843491768
39,1036.2137765416212
40,951.3579629052809
41,1037.366571130588
42,1074.3935149453396
43,1085.7557488179013
44,1105.4976138634051
45,1091.8573232999008
46,1034.4185028097472
47,949.7097046027196
48,1035.5693001449706
49,1072.5320935873697
50,1083.8746420239058
51,1103.5823036525696
52,1089.9656453316566
53,1032.6263394474176
54,948.064301960738
55,1033.7751429892046
56,1070.6738972018363
57,1081.9967943079987
58,1101.6703117783436
59,1088.0772447564007
60,1030.8372810658175
61,946.4217500318123
62,1031.984094268479
63,929.6963514695293
64,894.2668014096446
65,912.6630318500811
66,899.7937116265044
67,813.8182350545507
68,715.7966244046461
69,872.2366696565533
70,925.2325103709048
71,889.9701244896249
72,908.2749547925001
73,895.4645366445276
74,809.9000205446393
75,712.3479733866183
76,868.0314086107685
77,920.7686692722801
78,885.6734475696054
79,903.8868777349193
80,891.1353616625507
81,805.981806034728
82,708.8993223685904
83,863.8261475649836
84,916.3048281736557
85,881.3767706495859
86,899.4988006773383
87,886.8061866805738
88,802.0635915248166
89,705.4506713505627
90,859.6208865191987
91,911.8409870750311
92,877.0800937295663
93,895.1107236197574
94,882.477011698597
95,798.1453770149054
96,702.0020203325349
97,855.4156254734138
98,907.3771459764066
99,872.7834168095469
100,890.7226465621765
101,878.1478367166201
102,794.2271625049941
103,698.5533693145072
104,851.210364427629
105,902.9133048777819
106,868.4867398895273
107,886.3345695045954
108,873.8186617346433
109,790.3089479950828
110,695.1047182964793
111,847.005103381844
112,898.4494637791574
113,864.1900629695078
114,881.9464924470145
115,869.4894867526664
116,786.3907334851715
117,691.6560672784515
118,842.7998423360591
119,893.9856226805329
120,859.8933860494882
121,877.5584153894335
122,865.1603117706896
123,782.4725189752602
124,688.2074162604238
125,838.5945812902742
126,775.2624809805538
127,770.7637302706644
128,758.9507502807459
129,761.7656643903396
130,808.781252815744
131,933.9718754075534
132,819.218144859277
133,776.4516253081699
134,771.9528745982805
135,760.1398946083618
136,762.9548087179556
137,809.9703971433601
138,935.1610197351695
139,820.407289186893
140,777.640769635786
141,773.1420189258963
142,761.3290389359778
143,764.1439530455716
144,811.1595414709759
145,936.3501640627854
146,821.5964335145089
147,778.8299139634019
148,774.3311632535124
149,762.5181832635939
150,765.3330973731876
151,812.348685798592
152,937.5393083904014
153,822.785577842125
154,780.0190582910179
155,775.5203075811285
156,763.7073275912098
157,766.5222417008036
158,813.5378301262081
159,938.7284527180174
160,823.974722169741
161,781.2082026186338
162,776.7094519087443
163,764.8964719188258
164,767.7113860284196
165,814.7269744538239
166,939.9175970456334
167,825.1638664973569
168,782.3973469462499
169,777.8985962363604
170,766.0856162464419
171,768.9005303560356
172,815.91611878144
173,941.1067413732494
174,826.353010824973
175,783.5864912738659
176,779.0877405639762
177,767.2747605740578
178,770.0896746836515
179,817.1052631090561
180,942.2958857008654
181,827.542155152589
182,784.7756356014818
183,780.2768848915923
184,768.4639049016738
185,771.2788190112676
186,818.2944074366719
187,943.4850300284814
188,828.7312994802049
189,1085.8339594814358
190,993.8884936471607
191,1073.9227773393443
192,1054.1054874219935
193,950.1484147418766
194,821.9566983082696
195,994.0185238645994
196,1048.5064101942432
197,995.3997510915642
198,1067.49386523143
199,1064.6072877358758
200,987.2591836669976
201,886.5740840450733
202,1008.0215473793598
203,1016.1636495906475
204,987.2443845939999
205,1049.3808893474948
206,1025.975702469897
207,952.6049446593188
208,868.7070215455932
209,1106.7352204771714
210,1148.0922495654993
211,1092.9065970257498
212,1149.6652246260833
213,1085.2477913760472
214,979.4082293004719
215,864.0592139040681
216,1010.3177245396871
217,1025.7058119533158
218,952.9483763022027
219,1113.5974489636055
220,1081.6997478350152
221,964.5000726032072
222,840.9774158596472
223,998.1857218113036
224,1035.4865480849178
225,1003.6030829408157
226,1048.474222373068
227,997.0780837388679
228,965.2536070723593
229,860.4820334745709
230,1037.6625062012167
231,1056.5221031089493
232,984.2137698078368
233,1031.7492667370311
234,1029.308648848761
235,980.3970593237339
236,872.6306683483522
237,1043.6381783357365
238,1067.5740370900965
239,987.952341055843
240,1053.3110247121394
241,1077.5137820124107
242,981.2332752460741
243,930.7484344354913
244,1057.6179953045598
245,1098.2455089571074
246,1013.7929456921621
247,1052.7434874999647
248,995.4690932670612
249,904.002617757614
250,816.1776439360444
251,1002.2372214909401
