id,Value
0,1070.3517778564185
1,1070.9381931582898
2,1093.2007487608012
3,1022.4636804507534
4,1107.36575038059
5,1005.222339037831
6,1093.0361534085944
7,1118.268981824705
8,1036.0164354845992
9,974.9058710386186
10,1013.2108079853814
11,1084.969813833228
12,1002.41664064958
13,1078.7149517588912
14,1119.6201585123579
15,1110.8979353786701
16,1101.2666849422462
17,1068.6564683290644
18,1097.497101032933
19,1002.7900121513416
20,1078.2461393759133
21,1085.110888771199
22,1039.0757463836821
23,1046.909647959563
24,1041.0086949136185
25,1086.1837826330143
26,998.4455581568701
27,1092.311889258727
28,1123.6976228121582
29,1079.5397808304758
30,1075.8886234565418
31,1057.8725854201957
32,1094.9712028962172
33,995.5401966455279
34,1073.455608648319
35,1097.5526211497488
36,1055.7213194235503
37,1058.5604598829148
38,1046.8617220923234
39,1091.8653800627862
40,1002.9309078894167
41,1088.4171054502006
42,1114.4988625249225
43,1070.4927334519973
44,1069.5600079384146
45,1052.718082758771
46,1090.8381481930153
47,995.6596458073345
48,1077.7198025511948
49,1103.4176336291366
50,1060.9855346523095
51,1063.0444212535265
52,1050.5630783859094
53,1093.3022982673006
54,1001.5555909512052
55,1085.1747426242046
56,1110.7794334156167
57,1066.938656923993
58,1066.4312596516495
59,1050.79860071882
60,1090.694934431967
61,997.0879976862727
62,1080.000156416982
63,832.7253462893959
64,804.0032076207691
65,854.6434048974944
66,848.2491022100712
67,892.5155780111438
68,767.6201769213
69,878.6360656174727
70,771.2294516966217
71,757.2050628535195
72,742.5814388372769
73,691.3193754393781
74,774.6548091230306
75,762.4208825078999
76,897.407785057656
77,827.1804802793654
78,839.3084703262803
79,849.2229477267158
80,801.414474102388
81,828.6491652619966
82,788.7255707967116
83,874.9754164367165
84,808.4260221989198
85,805.5994152373974
86,814.5964830533528
87,792.9274297635767
88,829.8629334322218
89,810.5002666971528
90,884.4647393514406
91,841.7071821708937
92,840.7648532732189
93,841.6792713304262
94,817.0910177734731
95,838.3088786365337
96,818.2361651577821
97,869.3558062684024
98,835.4646342927293
99,836.8065350855491
100,841.5275596408442
101,826.8002163310709
102,846.0663114493923
103,833.727149504324
104,873.6704823312914
105,847.6439082298546
106,846.8243408734209
107,848.3070641186202
108,835.3003434461434
109,848.1498203610386
110,837.8225165325698
111,867.8539833445925
112,849.0062733145031
113,849.4584138864498
114,851.6572628292721
115,842.8382128279598
116,853.2040088257784
117,845.6248174813516
118,867.9789410546749
119,853.2612956984915
120,853.0119354970052
121,854.103940193176
122,847.0263901512338
123,854.6389085696364
124,848.9925069019073
125,866.0669480041752
126,882.8911412681889
127,915.9208434143575
128,888.3986688182063
129,794.0177266795549
130,859.6141912040086
131,981.3376287107269
132,912.4209106686185
133,885.5047231973654
134,887.6270472367919
135,852.6630027782028
136,831.113065871396
137,879.6599068227788
138,974.4254812018012
139,908.9656363775689
140,873.3597943021698
141,867.3577166724466
142,852.8829956665891
143,838.3087080402927
144,881.7828466221682
145,974.5448619463225
146,904.7685015043683
147,863.5693933881315
148,861.2343032300298
149,851.5370507887312
150,838.2046497465788
151,881.7582414306262
152,973.0432553840469
153,900.3736147665658
154,858.6325729443074
155,857.633158045803
156,849.2190679892467
157,836.7292203584316
158,880.2947243663519
159,970.5608915540647
160,897.0659543029735
161,855.2719514473733
162,854.6879852231684
163,846.8337961331483
164,834.704741689826
165,878.1383470697104
166,968.0224515796695
167,894.2775443454319
168,852.471009332937
169,852.0735333017434
170,844.4647020449491
171,832.4466477700107
172,875.8143018710921
173,965.5605962409063
174,891.7346146170527
175,849.9419123566911
176,849.6369150009829
177,842.125993714089
178,830.1487823664972
179,873.4920271356616
180,963.1862621250567
181,889.3427842063816
182,847.5710857514104
183,847.311212408199
184,839.8435222648163
185,827.8871506893911
186,871.2235006284461
187,960.8991445934714
188,887.0618863901941
189,1140.9126028757858
190,1098.5340822576309
191,1112.418728942839
192,1139.3020531462162
193,1136.2710392257013
194,844.7752999347773
195,1217.1262252910935
196,1177.28202982963
197,875.8275945960762
198,964.4770471920575
199,1126.617248491541
200,1064.3027467778436
201,815.7518389795815
202,1047.5847692394555
203,962.978337858789
204,833.0133826591848
205,953.3171215209767
206,959.453183992347
207,900.0912117146906
208,734.0256686886217
209,1119.4956266186307
210,1032.7178418281958
211,901.9143602823784
212,977.8133617238016
213,1005.9038534193039
214,970.583965727531
215,763.9245621502746
216,1142.3972125542296
217,1081.0678902552909
218,898.5953213098849
219,984.3716969141142
220,1055.500858874804
221,1006.473186800118
222,784.8481926634735
223,1109.7411573360919
224,1034.7779688976077
225,871.7834977162148
226,967.3711652052539
227,1013.4754577487892
228,963.4012387859804
229,763.7220605295545
230,1115.3092086974177
231,1039.0715673380964
232,886.4337755931853
233,974.9957846845685
234,1016.8269315321438
235,971.1150677222554
236,766.4399898968558
237,1124.067257122217
238,1052.2328832057447
239,888.2606807764118
240,976.2947108617335
241,1028.4784980835116
242,981.6165626869445
243,772.0344790867462
244,1118.5446271217484
245,1045.6197478756496
246,883.075200214226
247,973.7452193094641
248,1022.9835468324393
249,974.98045084849
250,768.9429904073371
251,1117.8753412452684
