id,Value
0,1130.3177524735447
1,1112.9743226374167
2,1100.027792656638
3,1127.7246839398479
4,1120.1567308720832
5,1021.7523393193536
6,1109.04630020618
7,1143.4404764900821
8,1112.1517554683655
9,1118.5769373304208
10,1159.9697420986602
11,1137.3147246049039
12,1028.162658793232
13,1102.1805970481284
14,1126.4959228691657
15,1096.3315337051836
16,1105.399284954986
17,1140.3443714610503
18,1118.8726802494343
19,1016.278406965357
20,1101.9695248129678
21,1127.7058734053096
22,1098.4898280575746
23,1105.6097762178892
24,1140.0625877174025
25,1119.578036358829
26,1017.1004091147198
27,1102.658448087869
28,1128.978927737039
29,1099.5848371588886
30,1106.6532361582583
31,1141.657764825789
32,1120.961520149842
33,1017.9670737315796
34,1102.6219875748855
35,1128.7753688139765
36,1099.3192540990663
37,1106.5426652572778
38,1141.5284692290938
39,1120.7754096858841
40,1017.8217493407985
41,1102.5746046535755
42,1128.6989171363427
43,1099.2618613026357
44,1106.4740012944058
45,1141.418395191373
46,1120.6873204243495
47,1017.7693435434265
48,1102.582496543791
49,1128.722428854049
50,1099.288290601752
51,1106.4894532180617
52,1141.4393453817743
53,1120.7104716838478
54,1017.7858111632149
55,1102.5854432878828
56,1128.7260746472757
57,1099.2901694422058
58,1106.4932712266898
59,1141.4458276070088
60,1120.715028075392
61,1017.7882613362569
62,1102.5845494369937
63,1148.014281471632
64,1162.2524864729355
65,1150.2230225138849
66,1079.7580999557138
67,941.6930965826936
68,956.9914406107247
69,1109.4366798635765
70,1150.4113297901674
71,1164.6785404397058
72,1152.6232507688196
73,1082.0106140206467
74,943.6570040390766
75,958.9866584348661
76,1111.749039880556
77,1152.8083781087028
78,1167.104594406476
79,1155.0234790237544
80,1084.2631280855794
81,945.6209114954597
82,960.9818762590075
83,1114.0613998975355
84,1155.205426427238
85,1169.5306483732463
86,1157.423707278689
87,1086.5156421505123
88,947.5848189518427
89,962.977094083149
90,1116.3737599145152
91,1157.6024747457734
92,1171.9567023400166
93,1159.8239355336239
94,1088.7681562154453
95,949.5487264082258
96,964.9723119072904
97,1118.6861199314947
98,1159.9995230643087
99,1174.3827563067869
100,1162.2241637885584
101,1091.0206702803782
102,951.5126338646089
103,966.9675297314319
104,1120.9984799484741
105,1162.396571382844
106,1176.8088102735571
107,1164.6243920434931
108,1093.273184345311
109,953.4765413209919
110,968.9627475555734
111,1123.3108399654536
112,1164.7936197013794
113,1179.2348642403274
114,1167.0246202984279
115,1095.5256984102439
116,955.440448777375
117,970.9579653797148
118,1125.6231999824333
119,1167.1906680199147
120,1181.6609182070977
121,1169.4248485533626
122,1097.7782124751768
123,957.4043562337581
124,972.9531832038563
125,1127.9355599994128
126,775.1977156579154
127,795.3410730163147
128,786.3772492563494
129,773.548236254516
130,828.1607843216324
131,939.4508697561902
132,854.1276439392374
133,814.3647058013066
134,817.7455538313659
135,808.9397946801597
136,786.2307206964789
137,832.4792221219641
138,927.9093207702355
139,846.39991510083
140,808.9024917886286
141,814.7433501645629
142,809.0558549159571
143,788.3046105877146
144,834.8335018292248
145,929.2238817841296
146,847.070267071395
147,808.9948432357621
148,814.5745338040733
149,808.963977092771
150,788.4234143187202
151,835.1359912045863
152,929.6110512263206
153,847.4817604008088
154,809.3739592896851
155,814.9059127482823
156,809.2605869013573
157,788.7047740426952
158,835.4172741522259
159,929.8992469706758
160,847.7781704725692
161,809.6749094810938
162,815.2072158521058
163,809.5594717897314
164,789.0001921066173
165,835.7094926914517
166,930.1891208566244
167,848.0665752002276
168,809.9623324113591
169,815.4937744374971
170,809.8450471309728
171,789.2845870479686
172,835.9925496037031
173,930.4707676801199
174,848.3468173118725
175,810.2412138822264
176,815.7713453491752
177,810.1213432917199
178,789.5596248441155
179,836.2663311413144
180,930.7432891169432
181,848.6180756145667
182,810.5112098837823
183,816.0400839110476
184,810.3888317534394
185,789.8258712151863
186,836.5313428868031
187,931.007072728257
188,848.8806367623231
189,1237.8135770161166
190,1106.8097834430305
191,1116.619181382343
192,1120.6710353865528
193,1069.7250925488827
194,751.6589240550059
195,1165.604805266789
196,1200.118057193441
197,853.1113544944446
198,1043.9191811100172
199,1098.5243038649983
200,1132.433956797638
201,812.1458623568041
202,1015.1329232374193
203,928.023259883545
204,783.806172391254
205,911.805139698386
206,903.7708182962276
207,877.0254149197226
208,660.134576237825
209,1114.410387816799
210,1109.243850787883
211,931.4043987518289
212,1022.3948670385674
213,1031.4717704030843
214,1006.3717748988012
215,727.4908220018783
216,1116.5428804324197
217,1112.066992609144
218,870.3977545516384
219,1010.0144655822127
220,1034.714731327086
221,1033.8244095890936
222,749.6876309169439
223,1073.9805517361929
224,1035.0246639209138
225,846.1715139969575
226,971.5813477912757
227,979.6624066663484
228,963.356401284412
229,708.1840479736704
230,1098.9937163103907
231,1080.7321339626792
232,886.2708069433543
233,1000.1141421021578
234,1011.8142749388701
235,994.8260885275554
236,724.213222283009
237,1101.4640309113088
238,1084.9414044228695
239,871.9396885684578
240,998.7264253082832
241,1015.1320960804723
242,1004.9665529156442
243,731.7103027716538
244,1089.5640996037373
245,1063.3817139403327
246,863.9930200064804
247,987.7112041639439
248,999.74924708978
249,985.7156167045027
250,720.4857384816651
251,1095.7785214479593
