id,Value
0,752.6594343
1,752.6594343
2,752.6594343
3,752.6594343
4,752.6594343
5,752.6594343
6,752.6594343
7,752.6594343
8,752.6594343
9,752.6594343
10,752.6594343
11,752.6594343
12,752.6594343
13,752.6594343
14,752.6594343
15,752.6594343
16,752.6594343
17,752.6594343
18,752.6594343
19,752.6594343
20,752.6594343
21,752.6594343
22,752.6594343
23,752.6594343
24,752.6594343
25,752.6594343
26,752.6594343
27,752.6594343
28,752.6594343
29,752.6594343
30,752.6594343
31,752.6594343
32,752.6594343
33,752.6594343
34,752.6594343
35,752.6594343
36,752.6594343
37,752.6594343
38,752.6594343
39,752.6594343
40,752.6594343
41,752.6594343
42,752.6594343
43,752.6594343
44,752.6594343
45,752.6594343
46,752.6594343
47,752.6594343
48,752.6594343
49,752.6594343
50,752.6594343
51,752.6594343
52,752.6594343
53,752.6594343
54,752.6594343
55,752.6594343
56,752.6594343
57,752.6594343
58,752.6594343
59,752.6594343
60,752.6594343
61,752.6594343
62,752.6594343
126,927.6050643
127,927.6050643
128,927.6050643
129,927.6050643
130,927.6050643
131,927.6050643
132,927.6050643
133,927.6050643
134,927.6050643
135,927.6050643
136,927.6050643
137,927.6050643
138,927.6050643
139,927.6050643
140,927.6050643
141,927.6050643
142,927.6050643
143,927.6050643
144,927.6050643
145,927.6050643
146,927.6050643
147,927.6050643
148,927.6050643
149,927.6050643
150,927.6050643
151,927.6050643
152,927.6050643
153,927.6050643
154,927.6050643
155,927.6050643
156,927.6050643
157,927.6050643
158,927.6050643
159,927.6050643
160,927.6050643
161,927.6050643
162,927.6050643
163,927.6050643
164,927.6050643
165,927.6050643
166,927.6050643
167,927.6050643
168,927.6050643
169,927.6050643
170,927.6050643
171,927.6050643
172,927.6050643
173,927.6050643
174,927.6050643
175,927.6050643
176,927.6050643
177,927.6050643
178,927.6050643
179,927.6050643
180,927.6050643
181,927.6050643
182,927.6050643
183,927.6050643
184,927.6050643
185,927.6050643
186,927.6050643
187,927.6050643
188,927.6050643
63,590.96377
64,590.96377
65,590.96377
66,590.96377
67,590.96377
68,590.96377
69,590.96377
70,590.96377
71,590.96377
72,590.96377
73,590.96377
74,590.96377
75,590.96377
76,590.96377
77,590.96377
78,590.96377
79,590.96377
80,590.96377
81,590.96377
82,590.96377
83,590.96377
84,590.96377
85,590.96377
86,590.96377
87,590.96377
88,590.96377
89,590.96377
90,590.96377
91,590.96377
92,590.96377
93,590.96377
94,590.96377
95,590.96377
96,590.96377
97,590.96377
98,590.96377
99,590.96377
100,590.96377
101,590.96377
102,590.96377
103,590.96377
104,590.96377
105,590.96377
106,590.96377
107,590.96377
108,590.96377
109,590.96377
110,590.96377
111,590.96377
112,590.96377
113,590.96377
114,590.96377
115,590.96377
116,590.96377
117,590.96377
118,590.96377
119,590.96377
120,590.96377
121,590.96377
122,590.96377
123,590.96377
124,590.96377
125,590.96377
189,505.3313423
190,505.3313423
191,505.3313423
192,505.3313423
193,505.3313423
194,505.3313423
195,505.3313423
196,505.3313423
197,505.3313423
198,505.3313423
199,505.3313423
200,505.3313423
201,505.3313423
202,505.3313423
203,505.3313423
204,505.3313423
205,505.3313423
206,505.3313423
207,505.3313423
208,505.3313423
209,505.3313423
210,505.3313423
211,505.3313423
212,505.3313423
213,505.3313423
214,505.3313423
215,505.3313423
216,505.3313423
217,505.3313423
218,505.3313423
219,505.3313423
220,505.3313423
221,505.3313423
222,505.3313423
223,505.3313423
224,505.3313423
225,505.3313423
226,505.3313423
227,505.3313423
228,505.3313423
229,505.3313423
230,505.3313423
231,505.3313423
232,505.3313423
233,505.3313423
234,505.3313423
235,505.3313423
236,505.3313423
237,505.3313423
238,505.3313423
239,505.3313423
240,505.3313423
241,505.3313423
242,505.3313423
243,505.3313423
244,505.3313423
245,505.3313423
246,505.3313423
247,505.3313423
248,505.3313423
249,505.3313423
250,505.3313423
251,505.3313423
